"","first_quartile","mean","third_quartile","divergences","Rhat","seed","runtime","variable"
"1",0.41933880076384,0.532173357155093,0.648312978949185,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",6.27806103626887,"lam_interceptsb"
"2",0.103224481905685,0.114383604436224,0.123445003900849,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",6.27806103626887,"sigma_interceptsb"
"3",0.597487009056621,0.626321264367667,0.654024316493572,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",6.27806103626887,"b_z"
"4",0.00958173761321404,0.00982585959393778,0.0100520966761972,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",6.27806103626887,"sigma_y"
"5",0.221876748297871,0.350116691869451,0.466775688700472,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",6.27806103626887,"lam_interceptsa"
"6",0.216413115855991,0.239393699698487,0.258163503769933,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",6.27806103626887,"sigma_interceptsa"
"7",3.97099967730996,4.01864361079362,4.06738118303228,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",6.27806103626887,"a_z"
"8",0.418412590379339,0.535001334509612,0.653060857548551,"0.025%","[1] ""Rhat looks reasonable for all parameters""","861991",5.82712142864863,"lam_interceptsb"
"9",0.103071557023514,0.114506799129268,0.123712339746014,"0.025%","[1] ""Rhat looks reasonable for all parameters""","861991",5.82712142864863,"sigma_interceptsb"
"10",0.598166907802681,0.625538121955779,0.6525579879296,"0.025%","[1] ""Rhat looks reasonable for all parameters""","861991",5.82712142864863,"b_z"
"11",0.00956826310849218,0.00981664339323855,0.0100439305663948,"0.025%","[1] ""Rhat looks reasonable for all parameters""","861991",5.82712142864863,"sigma_y"
"12",0.224397600049825,0.354008596257668,0.471778639597037,"0.025%","[1] ""Rhat looks reasonable for all parameters""","861991",5.82712142864863,"lam_interceptsa"
"13",0.216752098844144,0.239979693796009,0.258657379551176,"0.025%","[1] ""Rhat looks reasonable for all parameters""","861991",5.82712142864863,"sigma_interceptsa"
"14",3.96980061896539,4.01836084336918,4.06769963756929,"0.025%","[1] ""Rhat looks reasonable for all parameters""","861991",5.82712142864863,"a_z"
