"","first_quartile","mean","third_quartile","divergences","Rhat","seed","runtime","variable"
"1",0.420908848024519,0.531127634296836,0.646694869295639,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",5.47392108837763,"lam_interceptsb"
"2",0.103112840114336,0.114151323345232,0.122812276369207,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",5.47392108837763,"sigma_interceptsb"
"3",0.598552253000863,0.625476530141127,0.652689643528556,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",5.47392108837763,"b_z"
"4",0.00958499621061232,0.00982681995570399,0.0100557535963611,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",5.47392108837763,"sigma_y"
"5",0.218500227756754,0.344377599750198,0.458369856532592,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",5.47392108837763,"lam_interceptsa"
"6",0.216550916869794,0.238478540850651,0.256091187059449,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",5.47392108837763,"sigma_interceptsa"
"7",3.97129225335275,4.01663985361705,4.06193527950075,"0%","[1] ""Rhat looks reasonable for all parameters""","255684",5.47392108837763,"a_z"
"8",0.425161541902326,0.533117062340509,0.646597707196638,"0%","[1] ""Rhat looks reasonable for all parameters""","861991",6.44101176659266,"lam_interceptsb"
"9",0.10313750264542,0.114210926496295,0.123361780979718,"0%","[1] ""Rhat looks reasonable for all parameters""","861991",6.44101176659266,"sigma_interceptsb"
"10",0.598983294364455,0.625844545795363,0.652565458213503,"0%","[1] ""Rhat looks reasonable for all parameters""","861991",6.44101176659266,"b_z"
"11",0.00959246986289765,0.00983311771461716,0.0100621724992221,"0%","[1] ""Rhat looks reasonable for all parameters""","861991",6.44101176659266,"sigma_y"
"12",0.226440332775868,0.354443429416612,0.47188377830426,"0%","[1] ""Rhat looks reasonable for all parameters""","861991",6.44101176659266,"lam_interceptsa"
"13",0.217019849622825,0.239942406786126,0.258059632149884,"0%","[1] ""Rhat looks reasonable for all parameters""","861991",6.44101176659266,"sigma_interceptsa"
"14",3.97028115505306,4.01928967656151,4.06711575758829,"0%","[1] ""Rhat looks reasonable for all parameters""","861991",6.44101176659266,"a_z"
"15",0.425188743573353,0.534771095681535,0.652144813623897,"0.0125%","[1] ""Rhat looks reasonable for all parameters""","483711",6.8178076505661,"lam_interceptsb"
"16",0.103124681677814,0.114405553547711,0.123238214884538,"0.0125%","[1] ""Rhat looks reasonable for all parameters""","483711",6.8178076505661,"sigma_interceptsb"
"17",0.597667963430016,0.625235922384148,0.652636447487127,"0.0125%","[1] ""Rhat looks reasonable for all parameters""","483711",6.8178076505661,"b_z"
"18",0.00957918937122417,0.00982057621467916,0.0100513323094607,"0.0125%","[1] ""Rhat looks reasonable for all parameters""","483711",6.8178076505661,"sigma_y"
"19",0.226028549953862,0.351154047169442,0.46604125647454,"0.0125%","[1] ""Rhat looks reasonable for all parameters""","483711",6.8178076505661,"lam_interceptsa"
"20",0.216395917096,0.238773507370839,0.256879505986119,"0.0125%","[1] ""Rhat looks reasonable for all parameters""","483711",6.8178076505661,"sigma_interceptsa"
"21",3.97043819845445,4.01906231917099,4.06653011414234,"0.0125%","[1] ""Rhat looks reasonable for all parameters""","483711",6.8178076505661,"a_z"
"22",0.422804908661019,0.533228996309843,0.649705587223115,"0%","[1] ""Rhat looks reasonable for all parameters""","961574",5.71786509354909,"lam_interceptsb"
"23",0.10344474847456,0.114290392382425,0.12286170650436,"0%","[1] ""Rhat looks reasonable for all parameters""","961574",5.71786509354909,"sigma_interceptsb"
"24",0.598671109852463,0.6269634822309,0.654878799777862,"0%","[1] ""Rhat looks reasonable for all parameters""","961574",5.71786509354909,"b_z"
"25",0.00959608443604541,0.00982780927577037,0.0100494807330281,"0%","[1] ""Rhat looks reasonable for all parameters""","961574",5.71786509354909,"sigma_y"
"26",0.229775071372506,0.355652581994559,0.471145281836547,"0%","[1] ""Rhat looks reasonable for all parameters""","961574",5.71786509354909,"lam_interceptsa"
"27",0.217145840171462,0.239924712711585,0.258332232469088,"0%","[1] ""Rhat looks reasonable for all parameters""","961574",5.71786509354909,"sigma_interceptsa"
"28",3.96913741787897,4.01828888577881,4.06580875347737,"0%","[1] ""Rhat looks reasonable for all parameters""","961574",5.71786509354909,"a_z"
"29",0.42402904551276,0.533701310813831,0.648510395987181,"0%","[1] ""Rhat looks reasonable for all parameters""","221879",5.50230332215627,"lam_interceptsb"
