"","rep","runs","lambda","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","true"
"sigma_y",1,1,0,0.0100754661769053,3.32464691680712e-06,0.000266608217010023,0.0095576965281785,0.00989359163912241,0.0100688812761924,0.010249635037685,0.0106110492961089,6430.66672411763,0.999164626301657,0.01
"mu_a",2,1,0,3.98205876580571,0.000333978329170156,0.029199707942592,3.92434413036636,3.9626491808871,3.98172673762178,4.00186110482464,4.03962202989396,7643.99580210899,0.999451855722246,4
"a_sp[1]",3,1,0,4.01368079571515,0.000124681146803958,0.0116538187582362,3.99086485719802,4.00583273768898,4.01368073530976,4.0213828215739,4.03724111028652,8736.44893467723,0.9993855556242,4.01193457943327
"a_sp[2]",4,1,0,4.22288107282348,0.000115125929649168,0.0114213116280682,4.20040924210787,4.21520049991377,4.22275885822438,4.2305542609917,4.24444434431792,9842.05215932637,0.999664445945423,4.20248328308641
"a_sp[3]",5,1,0,3.79212879856384,0.000198240288468509,0.0174837052058931,3.75756011537437,3.78041575100361,3.79232540505395,3.80391407967034,3.82642623897733,7778.27168503435,0.999390134832853,3.80908154554055
"a_sp[4]",6,1,0,3.98459672620093,6.02089561182744e-05,0.00680335769170907,3.97148621119874,3.98016956355025,3.98458389465867,3.98906977866881,3.99794995654457,12768.045292404,0.999408037438622,3.98141745843155
"a_sp[5]",7,1,0,4.16448243911158,6.27919831882678e-05,0.00601313291481066,4.15284628618353,4.16035089478013,4.16430757604015,4.16856065846975,4.17639147826003,9170.50406413343,0.999177909018326,4.16677322160212
"a_sp[6]",8,1,0,3.71679945040564,0.00016017877505554,0.0152501925251292,3.68635569283129,3.70652323100874,3.71681848401378,3.72706001965662,3.74738262548543,9064.43453193985,0.999777631145452,3.71077657730993
"a_sp[7]",9,1,0,4.03876038406086,7.98083609032027e-05,0.00814424040995117,4.02246095201471,4.03334085760636,4.03875973770696,4.04406975548826,4.05450051621502,10413.6838188602,0.999064604136498,4.04243979632602
"a_sp[8]",10,1,0,3.62126412589154,5.46429079068723e-05,0.0056150145792942,3.61030903818927,3.61750023519577,3.62130117143664,3.62503797390321,3.63223002722631,10559.2767028735,0.999376643919956,3.63023323774541
"a_sp[9]",11,1,0,4.02853549576483,8.57850778393462e-05,0.00822045052833718,4.01272671590312,4.02291711115596,4.02851097837774,4.03399376165214,4.044965650383,9182.64385581391,0.99929329741322,4.02495440410687
"a_sp[10]",12,1,0,4.05176366474514,0.000100811554750261,0.00972347122443858,4.03238881207364,4.04528676652046,4.05178010130161,4.05835490804898,4.07048079311046,9302.97901518244,0.999778812317303,4.04817508761699
"a_sp[11]",13,1,0,3.82408332371272,0.000413804896076222,0.0331863955745201,3.75868698250076,3.8017664580396,3.82438614695082,3.84656312578522,3.88925850914406,6431.74653808309,0.999576786424999,3.80537180223489
