"","rep","runs","lambda","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","true"
"a[7]",53,1,0,3.98038138973072,0.000143517042973365,0.0108065258268657,3.95933252080834,3.97309019813969,3.98041229978392,3.98768869641697,4.00181569373038,5669.76731915408,1.00029796837663,3.97207904543756
"a[8]",54,1,0,4.10418087362825,0.000156133775737427,0.0111952043115085,4.08167460984967,4.09669395817767,4.10425190947053,4.11178152082247,4.12634923486759,5141.26894849322,0.999693767104338,4.11221863581676
"a[9]",55,1,0,4.19290459026365,0.000341408884738478,0.0216461364075241,4.15208496241984,4.17814150519233,4.19282234583146,4.20711845207161,4.23490176306838,4019.861998385,0.999596742813089,4.14365162258527
"a[10]",56,1,0,4.52038135841379,0.000380906974605571,0.0231337916076364,4.4761023053414,4.50411347414701,4.5207282696287,4.53622897760561,4.56498461604842,3688.55096378472,0.999508838265291,4.52733347988536
"a[11]",57,1,0,4.20369092111769,0.000155382176782518,0.0115726804118231,4.18110215860892,4.19590204681464,4.20378292351105,4.21160116383698,4.22608849505299,5547.09389620985,0.999763796194051,4.2039642425674
"a[12]",58,1,0,3.82493016514246,0.000131087838802875,0.00985673086483472,3.80583472735587,3.81817737605918,3.82511498008109,3.83144516736468,3.84410006247588,5653.80713958641,1.00033448693191,3.82621247544403
"a[13]",59,1,0,3.71798106221092,0.000416407313357008,0.0259758401313995,3.66854155072916,3.70040164646085,3.7178573900994,3.7353768252951,3.76977885415941,3891.36984089377,0.999979408808213,3.67885780734963
"a[14]",60,1,0,4.19438194353309,7.9137154692879e-05,0.0069396543210132,4.18094572998198,4.18969134808793,4.19439008913831,4.19904530358819,4.20815954944607,7689.79589287059,0.99922226874716,4.19158615282978
"a[15]",61,1,0,4.05990767456274,0.00016722519465455,0.0123063100202714,4.03544584339745,4.05173170089758,4.05996689088831,4.06806707416598,4.08422792025637,5415.67112085629,0.999248609504645,4.06657131742418
"a[16]",62,1,0,4.06734429460349,0.000203754293197344,0.0143655204320204,4.0392994305682,4.05797450688612,4.06701976499477,4.07666490164054,4.09603863650078,4970.83321653306,0.999663510530404,4.08369150226168
"a[17]",63,1,0,4.21490531263384,0.000119231128669027,0.00924613139931825,4.19724863738249,4.20861584938084,4.21483026019115,4.2211170619345,4.2325017277037,6013.68688394297,1.000785283829,4.21581258103788
"a[18]",64,1,0,4.29515183939553,0.000113789085778004,0.00921093334789186,4.2770742326047,4.28902822803901,4.29523802687298,4.30104568590754,4.31361054106529,6552.48541644956,0.999309765602627,4.30527977958445
"a[19]",65,1,0,4.20969779517856,0.000230780601336869,0.0160953666440914,4.17911616542228,4.19866339892124,4.20984047291921,4.22051815394089,4.24184667228752,4864.10730311784,0.999579288497192,4.21273058497117
"a[20]",66,1,0,4.010419217973,0.000234630989888648,0.0160090827687073,3.97809941880422,3.99965169536432,4.01037418185685,4.02141318552665,4.04146077287509,4655.45522667975,1.00043369626115,4.00591226695725
"a[21]",67,1,0,4.00780648498607,0.000186728836374664,0.0136238317199097,3.98217997577919,3.99833476924275,4.00767791483687,4.01709771096467,4.03471347458549,5323.23647763578,0.999613696855003,3.98945114554102
"a[22]",68,1,0,3.9069831685666,0.000140755080172065,0.0109831808231454,3.88556851789149,3.89952319309905,3.90701154794262,3.91439475252646,3.92917813188799,6088.74955005544,0.99959266122713,3.89438454934299
"a[23]",69,1,0,3.98906727803667,0.000101370580460575,0.00837797990624217,3.9721032436889,3.98357213338596,3.9890779840617,3.99447245273547,4.0059736756906,6830.53564723598,0.999606805598092,3.98748173385525
"a[24]",70,1,0,4.1819427662793,0.000224230664284648,0.0158859390013914,4.15209277848947,4.17138204599977,4.1818255592892,4.19255135166443,4.21270930059849,5019.21471029735,0.999757176630992,4.21656257242144
"a[25]",71,1,0,3.81863184859888,0.000100294753672944,0.00855501629337378,3.80226748806408,3.81282579050177,3.81856362710576,3.82431940741222,3.83531892119977,7275.87534574146,0.99962257856827,3.81159239367278
"a[26]",72,1,0,4.03466098487925,0.000202749242851806,0.014210635795662,4.00667075059056,4.02507195898617,4.03463546913652,4.04430396316649,4.06274923782297,4912.56755951597,0.999878604642096,4.04992700958172
"a[27]",73,1,0,4.07781663952753,0.000153375702817988,0.0114134201992986,4.05537855512991,4.07009189831624,4.07788793131642,4.08552880182952,4.10000416717603,5537.56046906394,0.999975927519928,4.06330087114791
"a[28]",74,1,0,4.19338657523035,0.00010730367744945,0.00853123182432896,4.17700673476393,4.18740939452218,4.19328494370254,4.19928146146791,4.20985919571074,6321.12348829945,0.999489704223673,4.17300154431587
"a[29]",75,1,0,3.9480814207688,0.000164249293743816,0.0124044501293753,3.92382073125838,3.93983668875296,3.94801266389001,3.95628086319347,3.97270399542964,5703.58624792772,0.999636941618634,3.96146201900157
"a[30]",76,1,0,3.83371799548905,0.000207207214654089,0.0150622456866447,3.80458077713697,3.82384639093093,3.83359530670682,3.84384609788855,3.86298075314794,5284.08395134667,0.999249113306656,3.81945566063203
"a[31]",77,1,0,3.7982742307655,0.000127074581748173,0.00994422549318832,3.77917192667783,3.79154255596561,3.79839165421494,3.80492827661297,3.8174083540869,6123.85007285474,0.999332527700302,3.78667469008003
"a[32]",78,1,0,3.77879922280952,0.000158686973295904,0.0117385997795301,3.75541648400202,3.77086748566309,3.77876198683438,3.78699549212347,3.801884182006,5472.04976347985,0.999859855391923,3.76384809996554
"a[33]",79,1,0,3.84392734210653,0.000170109568103996,0.0127210607344234,3.81878398333768,3.83512476065836,3.84410975832552,3.85240173741792,3.86839862612922,5592.28335197432,0.999337004951031,3.83779743587289
"a[34]",80,1,0,3.91638953826913,0.000112121551468268,0.00894357128186215,3.89879241473089,3.91023737351028,3.91632305282589,3.92244531576913,3.93383328815701,6362.73371729662,0.999736361472385,3.91103108367716
"a[35]",81,1,0,3.92447069402781,0.000155041341199087,0.0121925869047223,3.90080806043913,3.91610525578336,3.92446508680759,3.93247534460462,3.94902933555831,6184.38739489867,0.999607143212782,3.9401342315771
"a[36]",82,1,0,3.7057720608599,0.000143633775781384,0.0108461085392914,3.68461452722106,3.6985148065854,3.70559601691785,3.71292158948558,3.72752403971433,5702.09880028605,1.00017079108187,3.68274164063921
"a[37]",83,1,0,4.00549640776967,0.000192078940442288,0.013158343437519,3.97978995095578,3.99657184550094,4.00540208431362,4.01446912957223,4.03159467328945,4692.91763654801,0.999570065215803,3.99918611234661
"a[38]",84,1,0,3.95091804806192,0.000192240558788639,0.0138244665645,3.92374415106976,3.94142400847924,3.95096251379236,3.96023200412406,3.97886139233799,5171.38325204538,0.999793045457873,3.94187987693863
"a[39]",85,1,0,4.19503209052884,0.000135329605187766,0.0104174630166624,4.17436444930492,4.18790320684997,4.19506900938529,4.20207764229015,4.21559627378379,5925.68150296766,0.99947913041892,4.17835191746195
"a[40]",86,1,0,4.42957391609106,9.03238940298021e-05,0.0076375107938717,4.41443686775856,4.42445810578681,4.42953743692353,4.43477924678563,4.44448223973053,7149.87367907788,0.999552536026595,4.42827505817488
"a_z",87,1,0,4.00336311955055,0.00111001336673187,0.0776116092410762,3.83744158390556,3.95703246104086,4.00650235451484,4.05278167309524,4.15267420075617,4888.74021502416,0.999859392174441,4
"lp__",88,1,0,1736.00050111899,0.192455843200306,7.36839644394859,1721.32088021164,1731.23619155936,1736.24478742935,1741.1160883873,1749.59993412221,1465.83054020632,0.999905349387698,NA
"sigma_y1",1,2,0,0.00980098502118094,6.63006950924802e-06,0.000378451435430302,0.00912168975883064,0.009533068851675,0.00978622526702852,0.0100410826438033,0.0106040881329477,3258.24809893914,1.00174418406782,0.01
"lam_interceptsa1",2,2,0,0.147627042004981,0.00216809124759732,0.134371716650217,0.00362558670112695,0.043127066077544,0.10856683912452,0.215244880615889,0.499046540233345,3841.14426385253,1.0005087397401,0
"sigma_interceptsa1",3,2,0,0.181985816515059,0.000380196029246304,0.0242834064469127,0.143141316567437,0.164715494268398,0.179402932150382,0.195420597288416,0.237647211131464,4079.47301196028,1.00063247434084,0.2
"lam_interceptsb1",4,2,0,0.138509761429307,0.00199262246540465,0.126306279241575,0.00365260385313625,0.0432693260215511,0.0985252742593875,0.197742221719049,0.466681332462864,4017.906617361,0.999901556807312,0
"sigma_interceptsb1",5,2,0,0.105787039571212,0.000217195546917848,0.0136477518843212,0.0841148187205425,0.0964663786895373,0.104143051656261,0.11342268894801,0.137544836256238,3948.39327215403,1.00044612429567,0.1
"b[1]1",6,2,0,0.625440969572256,2.46141753398098e-05,0.00157350264656919,0.622270827892863,0.624399036547878,0.625419665371596,0.626490994637722,0.628597102404252,4086.62112306393,0.999634282964662,0.625822761807658
"b[2]1",7,2,0,0.466153349234564,2.13100574030519e-05,0.00134324219538408,0.463460299625788,0.465233011868721,0.466156564947434,0.467065773088822,0.468803760925764,3973.19072141296,0.999745461815527,0.465383393350812
"b[3]1",8,2,0,0.478320144355048,2.40154780439765e-05,0.00154918489785293,0.475233841961873,0.477282165969321,0.478328198777395,0.47935646426752,0.481318618357181,4161.25219564224,0.999527552213172,0.477828025779644
"b[4]1",9,2,0,0.822209747358402,1.21649591020782e-05,0.000875738373670923,0.820506112033189,0.821611286564701,0.822220597694221,0.82278898969655,0.823972171671513,5182.35851640909,0.999489446804738,0.823100242429017
"b[5]1",10,2,0,0.523027958557363,1.52881976377e-05,0.00103252326173139,0.52100296667195,0.522332668465931,0.523030446353728,0.523718325736515,0.525043336122023,4561.28398816728,0.999764304159714,0.524516953341169
"b[6]1",11,2,0,0.595579709922334,1.77803416103434e-05,0.00121811117878591,0.593216960325049,0.594742239170741,0.59557879771629,0.596390362242005,0.597977032648731,4693.46578381134,0.999733411697953,0.596799887687557
"b[7]1",12,2,0,0.470856151206612,1.47797723506199e-05,0.00103987582943258,0.46883454628518,0.470150673568519,0.470871609673978,0.471551325616437,0.472894643064864,4950.25393732789,0.99950584971042,0.470622588189539
"b[8]1",13,2,0,0.535307478369698,1.64372677042584e-05,0.00114168625848123,0.53307988863457,0.534534176951839,0.535304209299114,0.536087216427439,0.537540960492814,4824.29982683284,1.00001514694458,0.535597389557322
"b[9]1",14,2,0,0.77679779716605,1.59743981899529e-05,0.00109759343166535,0.7746101906452,0.776072795149632,0.776794664759272,0.777510375736466,0.778913130487458,4720.99985692636,0.999744263089476,0.777133562224025
"b[10]1",15,2,0,0.595564768581862,1.94243490511433e-05,0.00119728009654008,0.593226595865199,0.594756868163946,0.595589495184136,0.596394504774941,0.597858977062727,3799.25617945833,1.00042717761544,0.593560093545998
"b[11]1",16,2,0,0.597868309386317,2.06471443282623e-05,0.00141194838568503,0.59497549863771,0.596934246438292,0.597897883710104,0.598827255501107,0.60060049222925,4676.46464340301,1.0000311647132,0.598461264216342
"b[12]1",17,2,0,0.571294297506006,1.6100954985124e-05,0.00115973366000758,0.569034651036865,0.570508933178331,0.57129777094062,0.572057197435933,0.573629737980509,5188.15870853635,1.00133679121484,0.570485472844265
"b[13]1",18,2,0,0.619818187925766,1.6897910880875e-05,0.00115985193194325,0.617532073556898,0.619033794685413,0.619835797354938,0.620599717229638,0.622075852334071,4711.28166926388,0.999933212103813,0.618588032181465
"b[14]1",19,2,0,0.747719639139903,1.08659552231627e-05,0.000771652353831057,0.746154067920116,0.747225008949401,0.747731192137925,0.748227343295333,0.749252633383463,5043.21575818045,1.00011848269172,0.746950810847799
"b[15]1",20,2,0,0.582625130992799,1.08046012783571e-05,0.000723521738620588,0.581195039399983,0.582130569249917,0.582616315270715,0.583135925317145,0.584002697890346,4484.20727591576,1.00055466765632,0.582564778261526
"b[16]1",21,2,0,0.669624428541581,1.86098178665796e-05,0.00130134598903984,0.667047816209952,0.668764456541874,0.669612907813145,0.670515242861959,0.672126528609141,4889.91500294245,1.00002915860843,0.669159670618662
"b[17]1",22,2,0,0.704514550842864,1.64732161203253e-05,0.00115932270552479,0.702245108222321,0.703725299627669,0.70450938752016,0.705284247100292,0.706774439078213,4952.81254427275,0.999857353274117,0.704478291838307
"b[18]1",23,2,0,0.505292644279199,2.60167717001863e-05,0.00171327590347835,0.501941399101365,0.50411688327063,0.505303628065621,0.506511968593857,0.508433134901717,4336.58438337325,0.999716243452184,0.502967096948581
"b[19]1",24,2,0,0.431282278291951,2.48443790177765e-05,0.00163941788855689,0.428077659229822,0.430173700582108,0.431289248459824,0.432390336824954,0.434464154575709,4354.34711839302,0.999883485543444,0.426845459223499
"b[20]1",25,2,0,0.442148431802242,1.83374736886255e-05,0.00124153294105318,0.439742117031529,0.441302120925849,0.44214240432653,0.442984046365343,0.44459971217825,4583.92482337784,0.999804213012501,0.440418769789067
"b[21]1",26,2,0,0.486356428284344,1.64201575662903e-05,0.0011168893876248,0.484132894291969,0.485609380068109,0.48636795318477,0.487085081598045,0.488569757911305,4626.63978761304,0.999598310560025,0.484923344886554
"b[22]1",27,2,0,0.61172176857598,1.41106258761659e-05,0.00103663329164637,0.609702042575661,0.611014248662048,0.611706810193223,0.612408564389673,0.613772860563871,5397.06625744919,0.999293718684107,0.613563979140897
"b[23]1",28,2,0,0.562411891735487,1.85348633813678e-05,0.00125008192498062,0.559985194205447,0.561536812049145,0.562432402289913,0.563267079993212,0.56484830835583,4548.81393713858,1.00006918262242,0.56251779689337
"b[24]1",29,2,0,0.577409601574486,1.84327570212117e-05,0.00122550526342464,0.575022406265762,0.57661446295528,0.577394183436483,0.578191525789924,0.579858263052768,4420.27984475018,1.00011527612791,0.576360299143203
"b[25]1",30,2,0,0.697001143644153,1.30837064589014e-05,0.000858074789198675,0.695316453316068,0.696428230313863,0.696989525726477,0.697587628694866,0.698692271496064,4301.19072682789,1.00017721185454,0.698482462279741
"b[26]1",31,2,0,0.657124795989899,1.57444701768758e-05,0.00113718723960116,0.654833401830185,0.656356925865908,0.657139096972692,0.657891998309908,0.659392864035687,5216.84405127551,0.999537609241324,0.657598822859726
"b[27]1",32,2,0,0.632986663831192,1.51816342176547e-05,0.00108288987868102,0.630879569659181,0.632247913368427,0.632989764066031,0.633689291961276,0.635154818197166,5087.81770471463,1.00020800220208,0.632746970211079
"b[28]1",33,2,0,0.530737862305999,1.85542669144649e-05,0.00129093607361208,0.528137075815011,0.529878387203782,0.530745385372217,0.531581562765994,0.533296457256826,4840.85276565495,0.999314804207289,0.531606742269507
"b[29]1",34,2,0,0.756958943404243,1.72846528788341e-05,0.00113248098145114,0.754674436734621,0.756187894076647,0.75697765588055,0.757719242037231,0.759172872042305,4292.79856626979,1.00082001948092,0.755058212534779
"b[30]1",35,2,0,0.430765677180562,4.23091658096901e-05,0.00261270310485365,0.425719255765042,0.429036681441708,0.430734415871494,0.432525226476535,0.435854458952819,3813.38977272771,0.9995929653626,0.430517267074601
"b[31]1",36,2,0,0.620649512793631,1.54108888687527e-05,0.00105132933135204,0.618550758605288,0.619943375665932,0.620658031504134,0.621341739924046,0.622734427338174,4653.9550553866,0.999721119037993,0.620007594519055
"b[32]1",37,2,0,0.458778031097522,2.26415860795803e-05,0.00143155412587855,0.455958561394226,0.457804750100101,0.458794767250491,0.459744157329776,0.46161732425649,3997.62316225678,0.999745321082844,0.460378443656924
"b[33]1",38,2,0,0.697996404912949,1.80251267581297e-05,0.00126436969397739,0.695551565633712,0.697173684326055,0.697977191634844,0.698827185087478,0.700527128521675,4920.29905765924,1.00013404197503,0.69626253864677
"b[34]1",39,2,0,0.62505605435495,1.82738919700994e-05,0.00124397802560619,0.622581781387029,0.624228195024439,0.62505958456297,0.625893115339372,0.62747115006731,4634.07769852753,1.00038712875759,0.6269715572071
"b[35]1",40,2,0,0.512856924135922,1.51247958871575e-05,0.00106026411863105,0.510748313274911,0.512144570330231,0.512856550771795,0.513582626836816,0.514866198583099,4914.15763663328,0.999803705015388,0.511857689590711
"b[36]1",41,2,0,0.614276316563688,5.78007326016158e-05,0.003494340115502,0.607261506770523,0.611971396217256,0.614337801644949,0.616625705515707,0.62111863605862,3654.8003856457,1.00218944198529,0.61522065627201
"b[37]1",42,2,0,0.567487928092232,2.33550468079231e-05,0.00153434862279781,0.564504901310365,0.566461340267982,0.567488397535045,0.568529776980099,0.570482289705193,4316.05143543048,1.00015424327681,0.569398802648779
"b[38]1",43,2,0,0.658604566941033,1.81009461185098e-05,0.0012023037820143,0.656240394691722,0.657771057648426,0.658613097842977,0.659426646006126,0.660924885164617,4411.9021852099,1.00038978581368,0.65881736046794
"b[39]1",44,2,0,0.554183050587636,8.78839348162029e-06,0.000621758050067242,0.552911732014501,0.553777703825592,0.554193728125601,0.554605865596413,0.555369869283592,5005.22779036257,0.999955239119823,0.554630490670999
"b[40]1",45,2,0,0.591468167295102,1.24672585468838e-05,0.000872439355260916,0.589770358125777,0.590900054817533,0.591465749167305,0.592033341896567,0.593185543698927,4896.98263818041,0.99977592755085,0.591663889884899
"b_z1",46,2,0,0.592054790643216,0.000382908603765602,0.0229298803473349,0.546667526168836,0.577817932068183,0.591371444548035,0.60594900124167,0.638004815434761,3586.02511892082,1.00091446531658,0.6
