"","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"b[25]",0.590368451707022,2.29451657108003e-05,0.00154180356779067,0.587347040411786,0.589340212402545,0.59037059367428,0.591397145131301,0.593340502589711,4515.18652058917,0.999289194370451
"b[26]",0.457075319119526,1.58001609651993e-05,0.00112844079943367,0.4548657650575,0.456308558186566,0.457079474411905,0.457831405796574,0.45926760467975,5100.75585922989,0.999595326143357
"b[27]",0.47519534800833,2.11141965705022e-05,0.00147936422293753,0.472305558522602,0.474191798816732,0.475192674178015,0.476203823262851,0.478051758887202,4909.09121844075,1.00035564327175
"b[28]",0.384685590907149,1.51677665134106e-05,0.00114132202150631,0.382432138292635,0.383895418227732,0.384674959770104,0.385454016545337,0.386914404161683,5662.04249480364,0.999628847672473
"b[29]",0.479675596303502,1.42041959408013e-05,0.000978188684342045,0.477756304704321,0.478994683653,0.479681404404379,0.480337724992668,0.481599463978668,4742.55045619202,1.00005527321547
"b[30]",0.505367097897408,1.5868553020894e-05,0.00119195394261675,0.503107387863162,0.504564933619746,0.505350700808773,0.506147669713247,0.50774798206965,5642.14566680355,0.999220012921616
"b[31]",0.602578530632762,2.24896986826941e-05,0.0015883047595164,0.599483001506263,0.601503460189733,0.602578512851276,0.60369125997257,0.605594974476217,4987.70088858966,0.999746207416464
"b[32]",0.48460368705306,1.37827034409395e-05,0.00102092518278512,0.482613362703781,0.483917369281343,0.484600886580487,0.485309849621352,0.486543176554836,5486.7984814752,0.999698056307154
"b[33]",0.510549603812065,1.32501364160098e-05,0.000966937362210622,0.508656270633345,0.509887735520173,0.510560438124524,0.511193130796496,0.512456987294088,5325.445984896,0.999737696199745
"b[34]",0.601411261204125,1.74867462835351e-05,0.0012076777282851,0.598992607080358,0.600593182643658,0.601422877855428,0.602220869217226,0.603762709952601,4769.62348036857,1.00017592203997
"b[35]",0.566354347832682,1.78256057661089e-05,0.00130933632220986,0.563835662369884,0.565462628802297,0.566360949163147,0.567248614831495,0.568902775554844,5395.27811842595,1.00023920007524
"b[36]",0.492580285201404,1.34340713535826e-05,0.00108272255280406,0.490452655301752,0.491847785285231,0.492589594552586,0.49330012897819,0.494699877785861,6495.59688480176,0.999664177624222
"b[37]",0.454996579269565,3.20844227356739e-05,0.00209398472038876,0.450767914296257,0.453604434274787,0.455013723250003,0.456393534358225,0.459143327685621,4259.49935671307,0.999437162693594
"b[38]",0.5991060571053,1.51644243403132e-05,0.00120123249801421,0.596713613820622,0.598330982018872,0.599105438219367,0.599919925163762,0.601454677117069,6274.83468984,0.99943461556698
"b[39]",0.652769661460687,1.13832219674337e-05,0.000875715925902581,0.651042237596723,0.652188364127028,0.65276501569002,0.653335968689991,0.654498504915492,5918.28788581324,0.99994010271467
"b[40]",0.609668980360046,4.09012941880279e-05,0.00258418403023574,0.604646439089545,0.60787750026008,0.609684286027795,0.611368176950082,0.614725663383885,3991.83679037752,1.00075798884032
"b_z",0.588543277175282,0.000738329287253463,0.0495190011302555,0.491890186033946,0.557025820733597,0.587412048315325,0.619064149144262,0.690133817320199,4498.24970062937,1.00004211605994
"a[1]",3.96124014737964,0.000147256234473436,0.0106348383657522,3.94093031284274,3.95371102838613,3.96126433333362,3.96855105604194,3.98195993643507,5215.72164381238,0.999979535946514
"a[2]",3.88649767982071,0.000140019090945537,0.0105621822211893,3.86588021499786,3.87937397051693,3.88632235749088,3.89348205869831,3.90719090509371,5690.26908504556,0.999311694539253
"a[3]",3.95871941355775,0.000129273676846332,0.00934899747636659,3.94065126616478,3.95230048930304,3.9587188615208,3.96506842517372,3.97721245344089,5230.09867201123,0.999210471426663
"a[4]",3.97501032501783,0.000165894048530601,0.0121121092694098,3.95119914524894,3.96678950209714,3.97515779252674,3.98302685273205,3.99897128394156,5330.62275011091,0.999777577875791
"a[5]",4.04328770707532,0.000236260377821035,0.0159218477251873,4.01077286836472,4.03269352935143,4.04334175850654,4.05411457893482,4.07356357907548,4541.56091680568,0.999954061399449
"a[6]",4.17259151391657,0.000157784241868795,0.0116977973897319,4.14973876476236,4.16474761219107,4.17240198954733,4.18063221163573,4.19540401250128,5496.43295690593,1.00046751906305
"a[7]",4.09013164674968,0.000171224098233645,0.0115941853354424,4.06677404480658,4.08235135530683,4.09019641658728,4.09785138266219,4.11282811301029,4585.11994861646,0.999698721960853
"a[8]",4.12475205909773,0.000281588450490579,0.0185799137004375,4.08764687985975,4.11243673342717,4.12490364638918,4.13751876247244,4.16070319233166,4353.69207114023,0.999189465982901
"a[9]",4.14723193525178,0.000122232819245945,0.00941396228757817,4.12901891085848,4.1408363552102,4.14716556287324,4.15375226312991,4.16550124407252,5931.56441401918,0.999845759338496
"a[10]",3.97247264682569,0.000147107756461063,0.0114268274807374,3.94985651060573,3.96491851688549,3.97257380407819,3.98004560330254,3.99515458179406,6033.65115164164,0.999639212213
"a[11]",3.82519095591994,0.00011369855874623,0.00916473861405219,3.80702981388987,3.81912893116027,3.82522529958061,3.83141187480835,3.8430031588437,6497.26001084442,0.999720689604238
"a[12]",4.00357789950898,0.000162329964236503,0.0120931353149907,3.97955673559079,3.99558049788148,4.00368405248193,4.01183829674061,4.02714079473882,5549.83969471218,0.999321152354018
"a[13]",3.88544474174183,0.000239320555869135,0.0162004519810043,3.85393688721447,3.87443081054367,3.88511649854955,3.89609578207038,3.91808207847253,4582.41329822307,0.999704370258837
"a[14]",4.42736566574769,0.000141043152689586,0.0104100218095949,4.40740931741562,4.42022972945809,4.42721480001928,4.43430807627406,4.44809060249431,5447.52541003529,0.999556002176079
"a[15]",4.37696994018819,0.000208473146116527,0.0143657821045868,4.34912386948964,4.36720134897852,4.37714004410122,4.38668805800508,4.40496338285723,4748.52040815183,1.00008516962315
"a[16]",4.20524052297056,0.000172911145191337,0.0129397180139664,4.18042891819747,4.19647485181269,4.20510812221035,4.21388419473367,4.23088821629115,5600.20145468024,0.999286536175764
"a[17]",4.34502530318402,0.00016998915012537,0.0121398667758207,4.3213012979362,4.33681030671266,4.34489719216875,4.35320084754955,4.36924086067849,5100.17920685044,0.999297321945153
"a[18]",4.33359734671654,0.000168789426859716,0.0120728894681375,4.30984349775372,4.32542114641268,4.33360744076094,4.34176844875913,4.35717763832001,5116.01691898985,0.999267432748375
"a[19]",4.3415656026669,0.00019278712624199,0.0136314506039593,4.31446077120828,4.33262239500896,4.34171800582668,4.35086594841737,4.36800583698525,4999.51745594595,1.00022569083139
"a[20]",4.4691248639432,0.000185141152206956,0.0134690326196681,4.44299567192819,4.46011015684592,4.469066990919,4.47860051526019,4.49525690347246,5292.57334258177,0.999589131431446
"a[21]",4.29875051007458,0.000260165889187089,0.0184380229982009,4.26224585439683,4.28631677766383,4.29909484337798,4.31074366266086,4.33500191484218,5022.59309236742,1.00084404201263
"a[22]",4.00667116804141,0.000192919064154155,0.0133261895029601,3.98059272497546,3.99746253479107,4.0065700361501,4.01552380075257,4.03307080792374,4771.57414396001,0.999996972757034
"a[23]",4.1862242894185,0.000162821370784937,0.0115995061402088,4.16287933435785,4.17863995246048,4.18609790993816,4.19401377448568,4.2088074719766,5075.23533302559,0.999633661348871
"a[24]",4.05660747723043,0.000204712049044638,0.0143313939585941,4.02930258399277,4.04680196899046,4.05662765199818,4.06616731393965,4.08437171131304,4901.06044226851,1.00169612831116
"a[25]",4.13785583446752,0.000249634439247057,0.0167682320280504,4.1054198729952,4.12668715725082,4.13772975255244,4.14901327590276,4.17067691436233,4511.96321162066,0.999237053285963
"a[26]",4.36286358359188,0.000140849390591073,0.0101440798714582,4.34281072438657,4.35622142837593,4.36293939404159,4.36953756111339,4.38282272509665,5186.9895800833,0.999374706261937
"a[27]",4.1685238062218,0.000221669956716354,0.0155050497499068,4.13825363325166,4.15793641202757,4.1685741051552,4.17929014620492,4.1989610875036,4892.52051256978,1.00044501587058
"a[28]",4.23179500785622,0.000157736617181347,0.0119727011413755,4.20844167205595,4.22380536080858,4.23188168992308,4.23983892225783,4.25562487176723,5761.28339385839,0.999461069599488
"a[29]",4.1167760594369,0.000168755825381607,0.011435884448134,4.09405541298348,4.10905985577494,4.11687338188773,4.12444880960247,4.13925953442585,4592.21243298459,1.00005486771486
"a[30]",4.46438407096729,0.000136022868010821,0.00984949924080391,4.44466062312554,4.4576235193845,4.46449661202653,4.471166452904,4.48342569785321,5243.29686026041,0.999369650781382
"a[31]",4.09145457839247,0.000220714464569745,0.0157390770365886,4.06117665574988,4.08044518964894,4.09114647541458,4.10204027074673,4.12259171183649,5085.06994266445,0.999713540310513
"a[32]",4.27133710845543,0.000140516866163129,0.0107864851159283,4.25034499100158,4.26407771379965,4.27127114679992,4.27876424657566,4.2925488844058,5892.54606173616,0.999812207394325
"a[33]",4.11539857634961,0.0001253679943164,0.00946133484417806,4.09655875546531,4.10912795500395,4.11539291494998,4.12178886121861,4.13396044299222,5695.49493182579,0.99947950463779
"a[34]",4.3207259843938,0.000213485689928323,0.0146883118887809,4.29182930109207,4.31079841929224,4.32077765694437,4.33063215171334,4.34941288380377,4733.7599689027,1.00002794380627
"a[35]",4.43331721398635,0.000162005750140543,0.0117717273867765,4.41006384815045,4.42523317794955,4.43338409993345,4.44132861579039,4.45607766549891,5279.82506247136,1.00021592315287
"a[36]",4.37516001669439,0.000136821353453072,0.0109119707247082,4.35347269001077,4.36781699741489,4.37522394621437,4.38254882934028,4.3963574756602,6360.60783591549,0.999782008708235
"a[37]",4.19366229993485,0.000355106580836694,0.0233086366188457,4.14719088549912,4.17814959816319,4.19370902481482,4.20928393233689,4.24032476099576,4308.40281636616,0.99949801492366
"a[38]",4.30809972355247,0.000168760604846634,0.0133975481759822,4.28172452466039,4.29933092832915,4.30823919951011,4.31682997062654,4.33466908823156,6302.43693007946,0.999510245281059
"a[39]",3.99712335000246,0.000136204966300693,0.0104843164883235,3.97653452257747,3.99031056073204,3.9972822576848,4.00406531139877,4.01736013179277,5925.08191234555,0.999995259968518
"a[40]",4.23710525080895,0.000401471873215429,0.0253353317695093,4.18731777867274,4.22011378570849,4.23691877565135,4.25460576539122,4.28570979086748,3982.38224368059,1.00090108612229
"a_z",4.1293702144952,0.00122164376978309,0.085065309039259,3.96069792626461,4.07642931068264,4.12979214909097,4.181861316104,4.29718817872276,4848.59377158758,1.00037631398728
"lp__",1765.08354742135,0.186728712738177,7.29479078334376,1749.89728398085,1760.28705954052,1765.54259350467,1770.19371933721,1778.38841640294,1526.17197665449,1.00156750964459
