"","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"sigma_y",0.00985885000235681,5.68852207193676e-06,0.000395472954547618,0.00913138162345753,0.00958285665489613,0.00983870768081381,0.0101355357116321,0.0106793973297561,4833.19905526331,1.00093980917528
"mu_a",4.0393630073574,0.000394201403840537,0.0322412986256186,3.97296069194283,4.01870373066944,4.03938951049687,4.06078289694947,4.10135982326776,6689.42392545677,0.999643043433943
"a_sp[1]",4.01227016115715,8.33389092716111e-05,0.00698747321179937,3.99878936912558,4.0075253221654,4.01218386122366,4.01700794577866,4.02565868699052,7029.82781079159,0.99972592250502
"a_sp[2]",4.00412887588713,0.000146530056855864,0.0112240860633456,3.98236635289917,3.9962822316088,4.00420746402249,4.01200022375846,4.02562347631178,5867.43841529623,1.00062823662414
"a_sp[3]",4.53248162119238,0.00023103461104796,0.0154676389272126,4.50264090465314,4.52185400860957,4.53249513823424,4.54265131088822,4.56271876282633,4482.22815205481,0.999508205747835
"a_sp[4]",3.991209752879,0.000133979002931616,0.0106677193407531,3.97036551304304,3.98427666851254,3.99124735980911,3.99816742450164,4.0128373430375,6339.71419406243,0.999939974995636
"a_sp[5]",4.08321284736408,0.000147401025926088,0.0112691381014106,4.0615334606443,4.07550416632834,4.08305279632559,4.09077923089141,4.10558667641394,5844.94447307873,0.999405459300837
"a_sp[6]",3.87277535788503,0.000110135351531413,0.00863023362667259,3.85621267404967,3.86692846588263,3.87275093334411,3.878587794148,3.88969100893815,6140.32870440717,0.999864488185977
"a_sp[7]",4.04355390355286,0.000151314878807236,0.0109639438532937,4.02155246066997,4.03630965894239,4.04369043263894,4.05093960081852,4.06510862386309,5250.1333819506,0.999582843303723
"a_sp[8]",3.98031920712281,0.00011308973796905,0.00882104735824174,3.96280126172353,3.97444964681537,3.9803093390898,3.98620069840892,3.99730335942692,6084.06593258277,0.999163028430021
"a_sp[9]",3.69500161289095,0.000145462999848084,0.0112686035941485,3.67194505935606,3.68748025013381,3.6949704168869,3.70275189314553,3.71664913118444,6001.15886629646,1.00022991847982
"a_sp[10]",4.20832636708218,0.000124939562084195,0.00885899174280707,4.19111755926732,4.20228337887971,4.20808727532475,4.21424874171858,4.22639362356093,5027.69165667359,0.999246570072159
"a_sp[11]",4.34611254778139,0.00019038312447545,0.0132456045115498,4.32096671799936,4.33695543096497,4.3457554520234,4.3551548953362,4.37207585861441,4840.46035499742,0.999767880452887
"a_sp[12]",4.1115307168982,0.000286695310532326,0.0192793227396177,4.07466303472205,4.09839406090695,4.11126859212757,4.1244230731285,4.15002455916041,4522.12297715531,0.99974421958522
"a_sp[13]",3.85717638243845,0.0002257415774317,0.0148204146377404,3.82809136739753,3.84720310186093,3.85731202424095,3.86730918834071,3.88605406558968,4310.20173717133,0.999305797356118
"a_sp[14]",4.28319853147245,0.000309840592897853,0.0203947302208167,4.24337055266875,4.26985552870405,4.28379105240803,4.29677939622903,4.32275976633549,4332.70678988642,0.999870510691466
"a_sp[15]",4.10715621136061,0.000158121204459644,0.0106124912904659,4.08604404846442,4.1002198919797,4.10740728172999,4.11406178743935,4.12730850354558,4504.58167733197,1.0002554289828
"a_sp[16]",4.03337657591928,0.000207761410903691,0.0143000789920076,4.00566053119972,4.0237915595444,4.03352058012339,4.04298008827378,4.06201684430878,4737.47685354081,0.999989988594606
"a_sp[17]",4.14531698850691,0.000164399223278155,0.012110052460521,4.12205748629921,4.13705380971051,4.14546493601736,4.15364216140123,4.1694605140187,5426.15913500793,0.999715068270682
"a_sp[18]",4.03135120922786,0.000228993330750798,0.0156459882718482,4.00117426314527,4.02086851410134,4.03141903337841,4.04177045829167,4.0616515986462,4668.31693225836,0.999844998743746
"a_sp[19]",4.07424999164323,0.000362267939693186,0.0222022776052338,4.03024109243455,4.0594723561813,4.07421490090412,4.0888610397396,4.11839201152237,3756.08364199592,0.999863716339329
"a_sp[20]",4.12857510663062,0.000161609257969821,0.0116533556158606,4.10573593413443,4.12054952372025,4.12869300394553,4.13663726670911,4.15179054793735,5199.59511326801,0.999549869495545
"a_sp[21]",3.87722806602654,0.000126417529156223,0.00900826113745043,3.85951964615105,3.87120280896879,3.87726810472996,3.88312534219381,3.89562333442581,5077.70351642088,0.999669971730749
"a_sp[22]",3.87678787128389,0.000254037154400413,0.0176837607461265,3.84162250141121,3.86519580619107,3.87700115371054,3.88873219298907,3.91140434372353,4845.68057461719,1.00014943562712
"a_sp[23]",4.05354181395337,0.000186993460329935,0.0131916291942366,4.02842108174621,4.04464220036441,4.05329603444333,4.06228626810857,4.07992119140849,4976.72947045963,0.999802184198129
"a_sp[24]",4.3906873931459,0.000261576344163764,0.0162301794877178,4.35824187984,4.38016917113893,4.39091635550172,4.40102369754865,4.42328581135647,3849.9023485294,0.999952113219368
"a_sp[25]",4.16164091714416,0.000134699567302079,0.0102638603037272,4.1414528585966,4.15506846839144,4.16176239788424,4.16841260301102,4.18163623103847,5806.16085737335,0.999595339949052
"a_sp[26]",4.21253581209264,0.000193517532779331,0.0136853373865365,4.1854808935821,4.20364169769174,4.212665699527,4.22151673570732,4.23952628363808,5001.15575522213,0.999829814919399
"a_sp[27]",3.82268217424432,0.000226589865505083,0.015258844423654,3.79233679187521,3.81241972284683,3.82289328317486,3.83313082681692,3.85248938958059,4534.84373949037,0.999667232440191
"a_sp[28]",3.98392781480799,0.000127726070783159,0.0102050589885741,3.96415182069158,3.97685071161919,3.98379838285243,3.99093987281079,4.00369202865523,6383.69213692768,0.999254424149974
"a_sp[29]",4.07382138030738,0.000174037554072377,0.0132451848502573,4.0477487955666,4.06519295058313,4.07393155612943,4.08266992645959,4.09906205818978,5792.02069921025,0.999821281465636
"a_sp[30]",3.98007567726099,0.000203252216061979,0.0148734614360312,3.95048964314069,3.97016471775912,3.98028824019952,3.98985083697439,4.0094988610334,5354.92662896008,0.999259797277504
"a_sp[31]",4.04115032172735,0.000230368421604959,0.0157211228890136,4.01051898330332,4.03035796225501,4.04145868395382,4.05165562463239,4.07189957389701,4657.16078214024,0.99931101635766
"a_sp[32]",3.65957151566261,0.000154792031732496,0.0112683523734805,3.63748947592134,3.6519843579366,3.65976278413054,3.66725507167704,3.68141998408294,5299.36261320826,0.999443763086822
"a_sp[33]",4.04785555146473,0.00017401991946682,0.0121066162508826,4.0242216540394,4.03961920905664,4.04769041533714,4.05609533314362,4.07148483099206,4840.02524092881,1.00013664467135
"a_sp[34]",4.01756048008494,0.000385648313056749,0.0246261771119186,3.96965736782774,4.00101357674995,4.01730599392074,4.03417698370367,4.06640323855231,4077.66107311368,0.99943633677128
"a_sp[35]",3.74853142635945,0.000193093477230011,0.0125156436188142,3.72418432641889,3.74024729300091,3.74869731952437,3.75666480172266,3.77379945699853,4201.17884138629,0.999664213127878
"a_sp[36]",3.69945381824151,0.00016163631370866,0.0117717007761608,3.67641358931348,3.69176869613119,3.69947563339207,3.70738126894471,3.72256574535031,5303.96383155419,0.999997996263492
"a_sp[37]",4.4229142009526,0.000119445653539866,0.00970929816955911,4.40400983890918,4.41636240618305,4.4228312475761,4.42952872991301,4.44175367519683,6607.46657222807,0.999580727525423
"a_sp[38]",3.94427749546106,0.000175855919142937,0.0127362280007944,3.92008652701733,3.93535178186602,3.94435519853841,3.95303193355857,3.96899572808392,5245.26782751075,0.99955004941014
"a_sp[39]",3.91616106199304,0.000177450662686377,0.0124442181878487,3.89157938796109,3.90777681906591,3.91636348255634,3.9246586817736,3.94058436572815,4917.90327837163,1.00052544157762
"a_sp[40]",4.11106494645937,0.000155778677671757,0.0111108496961696,4.08946686270163,4.10367359918183,4.1112427397109,4.11846264859693,4.13259966853795,5087.19657137173,0.999340050629342
"sigma_a",0.199305586893861,0.000343180747788877,0.0244096306895241,0.159369625148672,0.181845017220325,0.196604564746164,0.213585466161713,0.254376388876351,5059.13868728155,0.999576026534083
"mu_b",0.619203422845871,0.000177098765251219,0.0135315274992672,0.592414464453768,0.610057047746377,0.619209675622197,0.628131792594844,0.645967556016193,5837.97972553569,1.00020991066208
"sigma_b",0.0888663640840377,0.000149773240331123,0.01074254565712,0.0713027514439771,0.0810854756136541,0.0879033793270842,0.095191115863466,0.112369176105371,5144.53308664278,0.999550206364428
"b[1]",0.854632646145367,9.10523179178674e-06,0.000707907994763722,0.853266060255246,0.854148697924196,0.854644660287727,0.855120051089659,0.856033591872939,6044.65644017517,0.999649998802112
"b[2]",0.609388746997477,1.30699694766663e-05,0.000994016723654023,0.607447362898445,0.608692210795176,0.609387935381604,0.610081925090888,0.611319887056792,5784.13253537291,1.00047812434668
"b[3]",0.478734768652203,2.08495474787357e-05,0.00140466386975607,0.475989773795829,0.477785483484777,0.478735239777817,0.479673953780932,0.481419428748174,4538.90984689779,0.999770444780457
