"","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"b[4]",0.600826874185009,1.39993148778793e-05,0.00108901956004778,0.598636967853156,0.600110176203919,0.600828814319157,0.601531287896567,0.602994783351247,6051.42697136533,1.00039924786347
"b[5]",0.704792612958351,1.20432754804451e-05,0.00091089963613519,0.702963635647993,0.704184050999686,0.704798631655877,0.705394072937115,0.706547959725353,5720.73480813169,0.999385218560118
"b[6]",0.555776180694303,1.0964347666606e-05,0.000845627043458361,0.554097651400386,0.555216907658365,0.555784128631817,0.556347419658208,0.55744500590965,5948.28995860286,1.00007168879762
"b[7]",0.639529767202023,1.44816119924309e-05,0.00106006964439043,0.637457434019797,0.638819824222579,0.639525393815456,0.640237256023368,0.641648315819765,5358.39817790306,0.999515556829903
"b[8]",0.659071249489896,1.14106954329833e-05,0.00086593516681807,0.657374873319931,0.658494368878815,0.659081122008573,0.659652579251968,0.660771021460316,5758.99269131429,0.99929111855767
"b[9]",0.589513135824813,1.32311209265348e-05,0.00101358363333348,0.587541660522391,0.588822744873335,0.589517222415061,0.59018901806122,0.591534415505926,5868.48367837125,0.999977563493055
"b[10]",0.505774402868998,1.4834775308425e-05,0.00100959338067383,0.50370514644157,0.505121640395537,0.505794065350381,0.506481722337225,0.507695390667611,4631.59998080913,0.999665462251572
"b[11]",0.496056549048126,2.18229343483912e-05,0.00151242846069262,0.493097372510636,0.495019823196715,0.496098159018524,0.497123674718104,0.498881687765351,4803.11948200661,0.999762343663889
"b[12]",0.617440646562267,2.44568670681781e-05,0.00164319914560025,0.61423601988819,0.616324972043164,0.617447513231399,0.61855705313307,0.620677160463366,4514.17877918959,0.999656773851143
"b[13]",0.633839408360252,2.27551650851697e-05,0.00148845982810746,0.630929631678675,0.632819721586496,0.633845887759261,0.634855331318125,0.636700679230541,4278.72381977515,0.999322361327872
"b[14]",0.676641007800578,3.17163866309734e-05,0.00208634388512162,0.672664233138437,0.675267427949918,0.676594444949407,0.678011008884177,0.680755969013589,4327.17420820821,0.999762692662577
"b[15]",0.590323937975167,1.61390531309227e-05,0.00111053109679747,0.588192561969779,0.589568296972046,0.59031023368835,0.591065190644216,0.59250086765334,4734.84040970841,1.00022735047584
"b[16]",0.659794616893627,2.05350413965326e-05,0.00141549361561491,0.656988123630135,0.658870940408296,0.659805460093247,0.66074399656166,0.662508452906122,4751.43359890882,1.00012755249967
"b[17]",0.562787098260246,1.58768994481845e-05,0.0011704271109781,0.560502879496661,0.56199188488338,0.562779889694497,0.563583972579649,0.565111292020238,5434.47202209576,0.999839004560432
"b[18]",0.605812343517422,2.16026246073255e-05,0.00148005061559838,0.602990953470458,0.604836456371196,0.605810554560281,0.606780992244673,0.608751276931659,4693.9677128046,1.00012620192723
"b[19]",0.698832314989604,3.83569159706004e-05,0.00235863185439217,0.694184372121439,0.697241343642645,0.698842807828485,0.700387916386706,0.703455685816529,3781.22879889312,0.999966438010323
"b[20]",0.728947624386414,1.69850637516795e-05,0.00122136180320166,0.726485386325252,0.728130989929752,0.728960754190592,0.729778070111246,0.731353768208773,5170.75910032205,0.999552777721977
"b[21]",0.650746043592843,1.53941616981744e-05,0.00109983991060587,0.648570476907958,0.650010506340942,0.650754545395196,0.651477983584003,0.652966957943012,5104.42541406916,0.999516820852033
"b[22]",0.697526323964748,2.38009135520377e-05,0.00165219789718942,0.694296196190268,0.696424648227565,0.6975364110871,0.698623276491038,0.700764596536592,4818.77752726453,1.00046253900206
"b[23]",0.511591979984353,1.80661821021586e-05,0.00126431945961379,0.509065559589046,0.510752496775158,0.511609786997668,0.51243351329907,0.514052268378178,4897.57254619573,0.999785580657268
"b[24]",0.703279472028004,2.37597636334578e-05,0.00146699651037891,0.700415235998703,0.702306604314902,0.703256894538468,0.704271505103748,0.706233226286468,3812.18466269643,0.999970570776695
"b[25]",0.616670946126868,1.47672601525643e-05,0.0011237344470991,0.61449022885009,0.615939676705423,0.616675211695134,0.617389155802056,0.618918175719203,5790.65293729085,0.99957031016207
"b[26]",0.600482131587654,1.78571164959932e-05,0.00125966633732689,0.597980330396624,0.599664742994206,0.60046366810775,0.601336451673248,0.602976261543235,4976.09179809848,0.999607100233209
"b[27]",0.706651227236374,2.03198137361624e-05,0.00138043307976083,0.703943972225535,0.705725677547204,0.706620990623221,0.707582499073064,0.709306630221416,4615.20791248728,0.999596706664022
"b[28]",0.664646064874989,1.2142803049856e-05,0.000960087172643898,0.662770893048228,0.663995044955766,0.664645642140383,0.665318988544582,0.666476101086226,6251.48844101089,0.99943293497736
"b[29]",0.718075064086345,1.51237603350015e-05,0.00112713191646013,0.715904594080063,0.717324440068946,0.718051036447191,0.718800213947556,0.720295287316293,5554.30753355868,1.00010556077759
"b[30]",0.636003304318923,1.85480407639109e-05,0.00133530511532572,0.633394124178092,0.635093427265308,0.636015661061504,0.636896353294022,0.638633123387693,5182.80587076696,0.999348810419982
"b[31]",0.670668368527011,1.98101001513048e-05,0.00135260584468694,0.667998230110492,0.669760445566378,0.67066222853589,0.671599407865004,0.673241948389386,4661.96680778083,0.999322741169123
"b[32]",0.612145081759502,1.41534767776167e-05,0.00101617806401034,0.61019036412668,0.61146448592675,0.612137409525687,0.612821729997093,0.614162339832044,5154.81825683374,0.999365003247937
"b[33]",0.596825506277362,1.73846038269244e-05,0.00120933792330285,0.594450448482549,0.596026122558971,0.596843368092707,0.59765203137925,0.599131619634426,4839.11282385702,1.00019511789577
"b[34]",0.669092852129036,3.68871049949551e-05,0.00234329593056749,0.664442022391911,0.667514165305606,0.669166754488186,0.670656352380595,0.673640013650956,4035.57230418099,0.999404382639892
"b[35]",0.569596662084898,2.12588687413917e-05,0.0013731921668718,0.566841189715802,0.56869914269698,0.56957646080464,0.570517162733876,0.572245803276582,4172.36538624077,0.999627741936903
"b[36]",0.663932544757988,1.3764886906746e-05,0.000990677813898376,0.661970279780473,0.663266773151546,0.663926267251871,0.664602651220219,0.66589218666828,5179.8785736493,1.00002414490688
"b[37]",0.605969393369717,1.21358266614985e-05,0.000956595168406992,0.604119266861568,0.605315820002966,0.605975465803429,0.6066175684413,0.607831590826023,6213.2329478895,0.999493370139462
"b[38]",0.422736336112691,1.68012322829049e-05,0.0012121904460834,0.420343713435262,0.421917379635278,0.422745354434405,0.423578040153617,0.425076327267025,5205.46392775586,0.999837419848245
"b[39]",0.40414601564436,1.51990218569056e-05,0.00105155301832531,0.40208236930248,0.40344412489467,0.404132203340552,0.40485473541379,0.406207841857273,4786.64334852113,1.00055171867009
"b[40]",0.579258109514645,1.4685397951402e-05,0.00102413243787469,0.577257926824086,0.578571924940521,0.579254199685986,0.579933438523907,0.581305318893041,4863.40911647128,0.999404301071133
"lp__",1762.2477408873,0.195079672099588,7.40186696670098,1746.89192164419,1757.3336286192,1762.67874322002,1767.47748605857,1775.70312229524,1439.65528768268,1.00135147242052
