"","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"a[8]",3.90306859295265,0.00023778243237532,0.0162300010587582,3.87178151774281,3.89214792822473,3.90335659279442,3.91365698139816,3.93453155699669,4658.83753359375,1.00074858486084
"a[9]",3.90653264086578,0.000108031848365983,0.00829023469646349,3.89008313352777,3.90102225082505,3.90658979055548,3.9118470220335,3.92291750099433,5888.84383896293,0.999907996289368
"a[10]",4.24694423157057,0.000162682864123636,0.0121375189959415,4.22288486546369,4.2385750950845,4.2470206117493,4.25521771127475,4.26987265078914,5566.42325316434,0.99966374356251
"a[11]",3.96431256870017,0.000250357597490574,0.0157912906207148,3.93323433042505,3.95349693778131,3.96451006359752,3.97492173498972,3.99549781558577,3978.44814692992,0.999487774769303
"a[12]",3.96657747674695,0.000222767921372744,0.0156088031499262,3.93614754807195,3.95616635274228,3.96633511880574,3.9771593260635,3.99639162824203,4909.46199123439,1.00080505875905
"a[13]",3.86914650441081,0.000243066749106754,0.0158416746388395,3.83843997642587,3.85840339241603,3.86900463251119,3.87988006284661,3.90082647147805,4247.67297746529,0.999506459067542
"a[14]",3.63848085524795,0.000134919156687095,0.0100698368785291,3.61813389368963,3.63190352700257,3.63851139938238,3.64533096873333,3.65792238797557,5570.54433431797,0.999332383651482
"a[15]",4.04654917522583,0.00025738098400742,0.016839150603348,4.01398034550504,4.03508334778002,4.04638420200895,4.0579585173316,4.0795156197425,4280.43048502112,0.999805955567968
"a[16]",3.66614018172868,0.00019692752029252,0.0138998245076293,3.63935568817128,3.65674640973523,3.66601491782608,3.67554458447319,3.69405697486927,4982.02393393076,1.00027730299737
"a[17]",3.94430625648818,0.000357047160003987,0.0218347728761403,3.900936514808,3.93022424649561,3.94455434999034,3.95863362740543,3.98651115603499,3739.78117847199,1.00212813663978
"a[18]",3.86337122208216,0.000123694088533122,0.00895753602056395,3.84516644297548,3.85756156289821,3.86345666631525,3.86941685117069,3.88116536922228,5244.19988919851,0.999630037124387
"a[19]",4.0063455311266,0.000143427340179068,0.0115437591573637,3.98342454182752,3.99869232778512,4.00622908574996,4.01385922037111,4.02888003486618,6477.84609239416,0.99971290605148
"a[20]",3.55094303183938,0.000112070393728516,0.00927519316963743,3.53289809655992,3.54470076200083,3.55086818322212,3.55713741235373,3.56912472639908,6849.58297442713,0.999745798277916
"a[21]",3.89183100704158,0.000147530017843528,0.0110456462946012,3.86988570516089,3.88438322787553,3.89164362612822,3.89925220971341,3.91348346224882,5605.59186530077,0.999590878001221
"a[22]",4.20936911165425,0.000176775146050007,0.0117730277287004,4.18647787117365,4.20139061372936,4.20929467516367,4.21744831157787,4.2324240757178,4435.41156315639,0.999634542716589
"a[23]",4.44823801847219,0.00017317066683158,0.0122019894240754,4.42329837036242,4.4402521028255,4.44848270963506,4.45633856777813,4.47157486851437,4964.92428476736,0.999514327695068
"a[24]",3.7646924943574,0.000146565609981372,0.00952684662336392,3.74637351020147,3.75820763417951,3.76473352227356,3.77098920410331,3.78308571305887,4225.07270969339,1.0009047608855
"a[25]",3.93327722619494,0.000178016749313914,0.0127900908896967,3.90837336634618,3.924822667539,3.93321902210604,3.94157017269184,3.95889774160574,5162.08948490587,0.999378535734248
"a[26]",3.92591129506591,0.000312823643000448,0.0205811878656752,3.88653273951843,3.91193235992017,3.92612674576178,3.93943004923355,3.96616369614314,4328.54299053304,0.999495385152446
"a[27]",4.06162577592819,0.000183308271429737,0.0132178201829189,4.03578967708712,4.05292109724962,4.06161227481329,4.07069140499788,4.0873017690319,5199.42783155355,0.999552264113008
"a[28]",4.09678119703358,0.00017253796016588,0.0125411552624622,4.07244662491533,4.08837191886379,4.09654272030639,4.10502823467565,4.12247465382743,5283.30606742446,0.999738342195931
"a[29]",4.11793602765446,0.000217228535859773,0.0145787749323673,4.09016517038446,4.10784517040007,4.11778371239213,4.12797800147709,4.14646178276368,4504.10299216013,1.00016418521747
"a[30]",3.82071099915755,0.000121373441173971,0.00919447765356792,3.80260199033326,3.81458870330083,3.82077650949995,3.82692185845886,3.83852152401078,5738.61108388784,0.999588980786929
"a[31]",3.96765050323913,0.000171237586372786,0.0125846294337391,3.94317176317829,3.95899738281082,3.96753660343675,3.97611048542868,3.99233527619704,5401.10559689347,0.99960358778153
"a[32]",4.19993636464962,0.000180118436461785,0.0125264477233393,4.17524871389701,4.19127233079305,4.20014366361951,4.20872522686904,4.22390019136097,4836.59278717494,0.99990821396213
"a[33]",4.2761578359481,0.000297886016639794,0.018612792177608,4.2392971008008,4.26352742939085,4.27590529916949,4.28881054187816,4.31290352283972,3904.11698267688,0.999711587775705
"a[34]",4.0549502713948,0.000184142486651104,0.01337140572285,4.0287847003795,4.04586415048578,4.05509273066239,4.0638700689091,4.08175310887957,5272.85861146948,0.999734013175988
"a[35]",3.94655665052546,0.000155661350429906,0.0110621722973823,3.92541628241209,3.93891684739783,3.94627949018721,3.95389883568734,3.96825921221669,5050.32409822474,1.00045292471176
"a[36]",4.06016614681337,0.000144478133312946,0.0110201073200722,4.03860362155165,4.05256439295341,4.06029933105403,4.06788505455769,4.08111888088492,5817.9154330522,0.999768428174927
"a[37]",4.12330486785568,0.000329366628443876,0.0212471583916034,4.08157736635528,4.1092112651743,4.12354998861494,4.13716409692848,4.1646478756013,4161.42931824093,0.999590559962437
"a[38]",3.88221206332914,0.000178470113638843,0.0125532812897086,3.85678870943011,3.87403323661662,3.88243014328526,3.89040885225562,3.90692132879416,4947.47399984701,0.999752699057828
"a[39]",3.71834059552946,0.000150887377580837,0.0102299935706891,3.69790231210705,3.71141978362126,3.71809338513164,3.72548825906174,3.73825815846361,4596.68665954596,0.999812959312311
"a[40]",3.89279622297539,0.000114996774391361,0.00919144935518387,3.87496339246015,3.88652406083753,3.89259583147643,3.89910975719997,3.91093543640088,6388.46735141032,0.999627829490235
"a_z",3.95448997965782,0.00126335533043251,0.0668653907872958,3.80744250058413,3.91847125184843,3.95730738809147,3.99333555992565,4.08262299852277,2801.24916492454,0.999525040757407
"lp__",1750.4601268587,0.213164781655594,7.46350564005708,1734.41280943337,1745.65144390868,1750.75479427525,1755.66746332679,1764.05673727403,1225.89937428619,1.00444389446714
