"","rep","runs","lambda","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","true"
"sigma_y",1,1,0,0.0100569034259215,5.74844143258638e-06,0.000401691102539133,0.00929403290403475,0.00978598739890353,0.0100471077012564,0.0103199973847457,0.0108816259852996,4882.97164652865,1.00046300142137,0.01
"mu_a",2,1,0,4.02228321765868,0.000415267325085742,0.0344446463522766,3.95554828778504,3.99976949478128,4.02180812931872,4.04474531089515,4.08884992287045,6879.99209902179,1.00020798249753,4
"a_sp[1]",3,1,0,3.58925917647029,0.00018453664156754,0.0129864500726584,3.56354394452809,3.58065318057894,3.58932540390501,3.59768501574908,3.61524001535439,4952.39954881861,0.999650333437908,3.60891823121828
"a_sp[2]",4,1,0,3.93334057725454,0.0001370993194286,0.0106146359888327,3.91239273695381,3.92652960540107,3.93329077921831,3.94030260937505,3.95434606040169,5994.31571177439,0.999462370382349,3.93753255755871
"a_sp[3]",5,1,0,4.04555352529319,0.000140735301268239,0.0106771515207652,4.02499096460873,4.03825010813451,4.04540407360709,4.05274213911438,4.06703481475348,5755.78704711425,0.999703340862381,4.0526636479209
"a_sp[4]",6,1,0,4.16360078892296,0.000210946100462918,0.014583869058032,4.13551309775006,4.1539420716813,4.16368246782877,4.17340897136721,4.19252552203585,4779.72059142594,0.999667884912409,4.1502821931284
"a_sp[5]",7,1,0,4.34108076814799,0.000251925394433558,0.0165378627734154,4.30767944716601,4.33021609284377,4.34087988433235,4.35229746744149,4.37295530375025,4309.38081128356,0.999256856844447,4.31706249178882
"a_sp[6]",8,1,0,3.66414399054173,0.000114078205909946,0.00931409513582025,3.64623800202499,3.65784466926575,3.66413517725032,3.67032310542432,3.68305027821884,6666.16369752667,1.00004576359934,3.67547153945331
"a_sp[7]",9,1,0,3.98047340143239,0.000149039932259457,0.0108770315074739,3.95934524374214,3.97301019042841,3.98051817298466,3.98765828929433,4.00177958123263,5326.17564189453,0.99973731893834,3.97207904543756
"a_sp[8]",10,1,0,4.10420693725501,0.000158995241954953,0.0112451137940313,4.08220152503989,4.09662619356927,4.10426629996892,4.11147229792941,4.12637982497383,5002.18158775218,0.999713171693971,4.11221863581676
"a_sp[9]",11,1,0,4.19219583093971,0.000314160554197011,0.0225100899164715,4.14757853272166,4.17659128759239,4.19236697768744,4.20778026051813,4.23537789688384,5133.94427957918,1.00055136899462,4.14365162258527
"a_sp[10]",12,1,0,4.52048707881425,0.000341124148028153,0.0224296291389894,4.47626888032554,4.50618885529375,4.52063788054738,4.53546442000397,4.56447378532708,4323.33867192241,0.999868795830166,4.52733347988536
"a_sp[11]",13,1,0,4.20323925109806,0.000169209205312787,0.0116666821489167,4.18042377319035,4.19537739330718,4.20311562164819,4.21128670428095,4.22571516932645,4753.86407822172,0.999168147160937,4.2039642425674
"a_sp[12]",14,1,0,3.82512805162967,0.000136223954652129,0.0103038676870022,3.80553594147991,3.81819360077609,3.82506443803388,3.8318704326608,3.84564744387481,5721.28495223754,0.999702407981899,3.82621247544403
"a_sp[13]",15,1,0,3.71666875482929,0.000412929660107499,0.0256951113207287,3.66709784944561,3.69897940864476,3.7165203587497,3.73419149255438,3.76778771405792,3872.12037198389,0.999121995391896,3.67885780734963
"a_sp[14]",16,1,0,4.19486679201492,8.662326156023e-05,0.0068848335184736,4.18170267172771,4.19023969919691,4.19479814660178,4.19952300595418,4.20838453407968,6317.1010267919,0.999383433943092,4.19158615282978
"a_sp[15]",17,1,0,4.06003021007452,0.000166342041665162,0.0124301934314905,4.0356687696147,4.05164663537409,4.0602291837617,4.06826429329185,4.0843655203982,5584.0811183947,0.999244508228022,4.06657131742418
"a_sp[16]",18,1,0,4.0666366830139,0.000198887459951431,0.0147156026188404,4.03803377134403,4.05705005021592,4.06670866101936,4.0765899113362,4.09531922812912,5474.46017306699,0.999294453243183,4.08369150226168
"a_sp[17]",19,1,0,4.21496500438492,0.000112684553636334,0.0091544595087834,4.19688015879049,4.20862245736161,4.21504459036244,4.22117360058311,4.23296785545085,6599.88911092163,0.999510266075632,4.21581258103788
"a_sp[18]",20,1,0,4.29516847013358,0.000119426703859212,0.00901254131336116,4.27720349280846,4.28931279515737,4.29509937131605,4.30105935884623,4.31353577977272,5694.97267869262,1.00023690776639,4.30527977958445
"a_sp[19]",21,1,0,4.2095267948834,0.000231863800992532,0.0158723284642741,4.17953450047908,4.19898567668186,4.20973487007397,4.22024383450313,4.24023057548839,4686.14132965479,0.999908373575118,4.21273058497117
"a_sp[20]",22,1,0,4.00895969859311,0.000229319478662772,0.0159328787306843,3.97742660180909,3.99829095681268,4.0089146411268,4.01951358762743,4.03967645309011,4827.32578903247,0.999811300334699,4.00591226695725
