"","rep","runs","lambda","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","true"
"b[24]",29,1,0,0.615575883696302,1.24905028759466e-05,0.00111215674521426,0.613476330208076,0.614822205201338,0.615570582732022,0.616316258707117,0.617781018976099,7928.15537741469,0.999440541231933,0.6144067408306
"b[25]",30,1,0,0.751973074042788,3.71152176399363e-05,0.00287705197296665,0.746335397516661,0.750043973687777,0.751911961898991,0.753897455957886,0.757659145299709,6008.85039844613,0.999714077322783,0.748214970433058
"b[26]",31,1,0,0.60457710142086,1.09220515341367e-05,0.00100011719123058,0.602659817899178,0.603894310161125,0.604581240131198,0.605250088167793,0.606548985456251,8384.81224719045,0.999328637299764,0.603272850096139
"b[27]",32,1,0,0.523950374427414,8.99426547340613e-06,0.000832028156794599,0.522287919367992,0.523386898106312,0.523948791048584,0.524534130009078,0.525541556398926,8557.45537637803,0.999725386061742,0.52435746079833
"b[28]",33,1,0,0.662538229056285,6.18609245997726e-05,0.00451345528795834,0.653797378095601,0.659491911452798,0.662472273500474,0.665629987075708,0.671251493589317,5323.35556716509,0.999617712921516,0.660006419615481
"b[29]",34,1,0,0.531591995291205,5.2578684174127e-06,0.000506780705057397,0.530583299454041,0.531260495546932,0.531584965958153,0.531926276106285,0.53257441734072,9290.10700163676,0.999264476061578,0.530701116501115
"b[30]",35,1,0,0.613301788706317,2.08293838534885e-05,0.00170696407787148,0.610004667704938,0.612167285550984,0.613314437882568,0.6144286527354,0.616746950407443,6715.77158456037,1.0000983982357,0.61865532266005
"b[31]",36,1,0,0.604589380219788,6.94221399194283e-06,0.000653023523296286,0.603303839159874,0.604166779853284,0.604582684251798,0.605021050416706,0.60588969856907,8848.33707126836,0.99937738501794,0.604029243603044
"b[32]",37,1,0,0.649770523734116,1.94022812707728e-05,0.00154922220684813,0.646715888601225,0.648725611967536,0.649781378640826,0.650799905562658,0.652791061859195,6375.61134704396,0.999530692081514,0.649924497291533
"b[33]",38,1,0,0.774548597759682,6.26976639493321e-06,0.000555308620771096,0.773469435500172,0.774161572120189,0.774543131873028,0.774941962971481,0.775617163834804,7844.51525216199,0.999555953557994,0.775303746245527
"b[34]",39,1,0,0.477820051592017,1.09098084377047e-05,0.000936797910417474,0.476007771207774,0.477185268963817,0.477827976377365,0.478462670846369,0.479623250951383,7373.22652350588,1.00065538050208,0.476477752356875
"b[35]",40,1,0,0.584871586498582,8.0241316977241e-06,0.000744552345564488,0.583430173324506,0.584369550545176,0.584864281628011,0.58537086748035,0.586352390057089,8609.82603034342,0.999398976454704,0.584550769591479
"b[36]",41,1,0,0.610759304474463,0.000456407270455919,0.0325924976794208,0.54799486333009,0.58913482568944,0.611234547480709,0.632591848943742,0.674322967385217,5099.53032296374,1.00009960109615,0.626480594410831
"b[37]",42,1,0,0.347356782259434,1.75373210795075e-05,0.00140647620446418,0.344688804445267,0.346368997096553,0.347360040190797,0.348307666354128,0.350145690021105,6431.88500825249,0.999396430867393,0.34853991303972
"b[38]",43,1,0,0.555884305191262,4.73192502897143e-06,0.000445258705508515,0.555009158280642,0.555579379589331,0.555879578143603,0.556193031851223,0.556747752342725,8854.19593606733,0.99916987895242,0.555851887135967
"b[39]",44,1,0,0.541587364182237,1.01893226385717e-05,0.000987997882132491,0.539645016914629,0.540934086004264,0.541588426761312,0.542257278842941,0.543459617561125,9402.02494336359,0.999406207748004,0.540358410038593
"b[40]",45,1,0,0.53205246790268,9.76692737877417e-06,0.000837842184923126,0.530415125677854,0.531489407232664,0.532066373034436,0.532608255171722,0.533663624193495,7358.82591360868,0.999899248923852,0.533002655349211
"b_z",46,1,0,0.598992458006634,0.000504106152667781,0.0348399860473404,0.529751583985058,0.578632787954577,0.598521305168399,0.61934820948645,0.671969450521166,4776.52382874319,0.999780803656763,0.6
"a[1]",47,1,0,4.01355658684156,0.000122855704677667,0.0116313097881474,3.99063453273398,4.00583589807372,4.01359701603759,4.02125265096726,4.03611577558952,8963.27231781991,0.999148513601725,4.01193457943327
"a[2]",48,1,0,4.222597275628,0.000132701674291645,0.0116063963236938,4.20051222587392,4.21465419513284,4.22251186030738,4.23070930372565,4.24492347896045,7649.65744912796,0.999187208585579,4.20248328308641
"a[3]",49,1,0,3.79259552669913,0.000210474452362155,0.0173454292823422,3.75875447762611,3.78104334436742,3.79249839078409,3.80425355470645,3.82637516738323,6791.58794764899,1.00007850003227,3.80908154554055
"a[4]",50,1,0,3.98462333331348,7.27373494209381e-05,0.00672037363414144,3.97157250668971,3.98021549773752,3.98465111119402,3.98899749749648,3.99802870543183,8536.34376853935,0.999911890348802,3.98141745843155
"a[5]",51,1,0,4.164473906336,5.98294776077287e-05,0.00588167430314287,4.15275780338476,4.16057538298604,4.16445152286857,4.16840200046574,4.17576418346438,9664.32490176197,0.999114481425267,4.16677322160212
"a[6]",52,1,0,3.71649195399144,0.000180925998121167,0.0158143348030523,3.68589204546987,3.70556338194896,3.71653593854145,3.72705433681922,3.74769271073238,7640.11513764153,0.999402740908827,3.71077657730993
"a[7]",53,1,0,4.03865385476307,7.96485545579123e-05,0.00789690378589102,4.02321689413654,4.03333466917856,4.03864856848532,4.04392721540806,4.05468153204067,9830.09909583684,0.999635071328304,4.04243979632602
"a[8]",54,1,0,3.62128082276901,5.6493106130349e-05,0.00570497780721603,3.61017495687976,3.61743490139552,3.62126234723876,3.62513878307704,3.63264355715709,10198.0470354599,0.999709910110504,3.63023323774541
"a[9]",55,1,0,4.02846171916995,9.08841211316592e-05,0.00845383272365036,4.01236018718885,4.02261146717627,4.02827708728462,4.03415994350627,4.0451038329944,8652.29417021969,0.999717317708423,4.02495440410687
"a[10]",56,1,0,4.05186622059615,0.000102059494133063,0.00978156855838434,4.03222221359938,4.04526714997449,4.05198484461594,4.05824630586508,4.07110794375701,9185.65613696428,0.999384081465058,4.04817508761699
"a[11]",57,1,0,3.82478231196681,0.000452828769747636,0.0333449814113206,3.75809624457669,3.80201652112895,3.82528961504265,3.84679582861086,3.89195371719737,5422.41729613351,1.00018418946762,3.80537180223489
"a[12]",58,1,0,3.81233820563771,5.88105503495857e-05,0.00612443914654227,3.80028474905313,3.80827112943928,3.81230004174561,3.81640374794348,3.82420102178434,10844.8153145841,0.999467455846639,3.81336268110241
"a[13]",59,1,0,4.08054849976018,7.38775771214584e-05,0.00695177267308269,4.0666449101538,4.07603010430336,4.0805889541968,4.08516928772846,4.09385314209369,8854.5365731714,0.999475871692961,4.07826800626429
"a[14]",60,1,0,3.80888768274462,8.40835760336031e-05,0.00829931697338136,3.79248502141483,3.80331747680077,3.80887692881752,3.81446119656984,3.82548175592115,9742.31922844998,0.999328492268299,3.81703220991612
"a[15]",61,1,0,3.93963117070011,4.96871530070348e-05,0.00515556632026882,3.92951858810379,3.93615600520672,3.93957626536653,3.9431008017512,3.94971669516538,10766.2517209526,0.999416877320943,3.9407879406098
"a[16]",62,1,0,4.16390989070536,0.000331888974688973,0.026659589553331,4.1132497750123,4.14570972649494,4.16409219773061,4.18214063932765,4.21541620649895,6452.39976530065,1.00062138865175,4.11140571260095
"a[17]",63,1,0,4.21922295430451,9.39520157551087e-05,0.00875067110061675,4.2023345711772,4.21316995247406,4.21927752019773,4.22537033102782,4.23575530444443,8675.02064602558,0.999259074294632,4.20557879518566
"a[18]",64,1,0,4.07537377620095,0.000117254469434319,0.0109792909996202,4.05353575523045,4.0680608173329,4.07554175023676,4.08281528458659,4.0960906914514,8767.78274845944,0.999429685950852,4.07751354098779
"a[19]",65,1,0,4.07893357873781,8.46474568000819e-05,0.00800883931954328,4.06327562806148,4.07363240305492,4.07894585120168,4.08430765386441,4.0945120797803,8951.81981990254,0.999389309665528,4.0826640991212
"a[20]",66,1,0,4.14058109087329,0.000107826936388966,0.0100267281638112,4.12095100832996,4.133658059281,4.14077572009977,4.14736986087844,4.16015814075073,8646.96994750274,0.999791819255353,4.13847764988809
"a[21]",67,1,0,4.0997333852797,5.54258723102046e-05,0.005243783163186,4.08974943473135,4.09633229206678,4.09972781329373,4.10313115866776,4.11007375592605,8950.85198996705,0.999382776656267,4.09819234638986
"a[22]",68,1,0,3.83672785976802,0.000120229327858073,0.0102919245326064,3.81680128313268,3.82989048109158,3.83659133936071,3.84356585306182,3.85724690481325,7327.77874269875,0.999294269209201,3.80757189578439
"a[23]",69,1,0,3.77728381246554,7.50154893885423e-05,0.00687501186899409,3.76399060547537,3.77265132241773,3.77734841075136,3.78195845083027,3.79060851342042,8399.33708342995,0.999767830087753,3.77908254516594
"a[24]",70,1,0,4.3521936385178,0.000130609748479085,0.0115498896076496,4.32975688262159,4.34433484986722,4.35208270265282,4.3601772556653,4.3746355950808,7819.95907817004,0.999445027478892,4.3646136582967
"a[25]",71,1,0,3.78416429113849,0.000456190631026547,0.0352454924208141,3.71487067344101,3.76077716990388,3.78462405003508,3.80757541894755,3.85401246138078,5969.17678935814,0.999885208364575,3.82864095743047
"a[26]",72,1,0,3.971486162276,0.000111402907880875,0.0103510489884694,3.95121554642311,3.96444119405978,3.97138339903613,3.9786289602637,3.99164406969483,8633.2769643869,0.999497835610727,3.98210790177997
"a[27]",73,1,0,3.90108988385108,9.15029253614789e-05,0.00886840188789443,3.88368866443055,3.89516328731093,3.90108150776135,3.90704918375689,3.91853127891361,9393.35582608108,0.999481412228905,3.89366918638794
"a[28]",74,1,0,3.90267063879204,0.000654758930963403,0.0479550998886792,3.81081132417777,3.86952938044875,3.90337881468758,3.93547723135452,3.99543307237836,5364.221938658,0.999466529193464,3.92208158853211
"a[29]",75,1,0,3.92660523697184,5.14401773498388e-05,0.00523676165632354,3.91645424826405,3.92303920951922,3.92662356999648,3.9300739410073,3.93693335380149,10363.8400491828,0.99909074093461,3.93757711523139
"a[30]",76,1,0,4.04466267465563,0.000232813529694278,0.0191213534603744,4.00715699533609,4.03212468692469,4.04462530362789,4.05744196950143,4.08190737265672,6745.60378605107,1.00015849037765,3.99101607420619
"a[31]",77,1,0,4.09548684319048,7.49295437832861e-05,0.00704484586749627,4.08135300259226,4.09078932494197,4.09548666508179,4.10011236078265,4.10935668287115,8839.68551745097,0.999282435987447,4.10046873938663
"a[32]",78,1,0,4.25163003105393,0.000171968242059822,0.0142335005680078,4.22421610962386,4.24199693254464,4.25168091380134,4.26133145407349,4.27896324579585,6850.57369483216,0.999350096302294,4.25049129988457
"a[33]",79,1,0,4.23344085574796,5.86993066203163e-05,0.00537851952937515,4.22317983711864,4.2297812023831,4.23348663663781,4.23706550897768,4.24404847025346,8395.75114455267,0.999649743605219,4.22936103330566
"a[34]",80,1,0,3.93537639755371,0.000125927976827743,0.0110246606213626,3.91417461222155,3.92786782963842,3.93538859988008,3.94300240394548,3.95688449991165,7664.53843533752,1.00015522003371,3.95188805733836
"a[35]",81,1,0,4.05456269616951,7.6212854414225e-05,0.00732241641976365,4.03998320315268,4.04963707352226,4.05461350456895,4.05946168183186,4.06891050087854,9231.07737289161,0.999398146853709,4.06089395353045
"a[36]",82,1,0,4.00791351658108,0.00240831624541955,0.171774913442206,3.67474119083887,3.89404877100863,4.00541126945634,4.1232447548334,4.34063182391857,5087.35971067991,1.00007870155218,3.92483020971092
"a[37]",83,1,0,3.81775786730632,0.000182051195469042,0.0150559578310278,3.78802813597466,3.80752829089824,3.81790328543366,3.82816970756952,3.84655530632762,6839.58433758697,0.99939798456071,3.80210104757127
"a[38]",84,1,0,3.74242702495458,5.10503269085978e-05,0.00499288678695406,3.73260756045737,3.73908617848535,3.74242966665879,3.74579366314172,3.75227479427089,9565.47150238998,0.999153097882513,3.74328696540046
"a[39]",85,1,0,3.89109963194422,0.000102931804809021,0.00990429501126433,3.87208015765765,3.88430666591062,3.89104841491891,3.89774173192913,3.91084528691531,9258.65624971398,0.99946750637238,3.90682100757121
"a[40]",86,1,0,3.88623350516143,0.00010221704900312,0.00865040384747554,3.86956652779269,3.88038225599331,3.88615867852321,3.89202147886088,3.90266927157049,7161.86431401894,0.999471936875652,3.87443868853099
"a_z",87,1,0,3.98419251040771,0.000884156167259635,0.0566568678243674,3.86987342235786,3.95312423514241,3.98255571529876,4.01611111200171,4.10208016497476,4106.26678406631,0.99963358739739,4
"lp__",88,1,0,3263.22179951621,0.185542972470153,6.84649672491118,3248.54081978741,3258.93293137836,3263.50051874945,3268.0849592086,3275.56871992074,1361.59450394803,1.00156556859596,NA
"sigma_y1",1,2,0,0.00974969193699555,3.31077570539924e-06,0.000265575979166386,0.009253269024664,0.00956161811218033,0.00974453504226783,0.00992829241969909,0.0102701720440589,6434.54827363673,0.999822302778325,0.01
"lam_interceptsa1",2,2,0,0.3430090245506,0.00378872443533786,0.207082266929776,0.0281251007143736,0.172674791721166,0.321338521968302,0.495863413339135,0.770086359999175,2987.44406930419,0.999345357975139,0
"sigma_interceptsa1",3,2,0,0.20683394834291,0.000559598707388013,0.0343257230456456,0.153573848609872,0.182685336521264,0.201008007496677,0.225387751075586,0.290656107946486,3762.58208116776,0.999201636216945,0.2
"lam_interceptsb1",4,2,0,0.188271720214417,0.00252502474279051,0.153636342515841,0.00580738244559803,0.0656658347568119,0.147912250244306,0.27873083373525,0.570243576515531,3702.17243782203,1.00074498937217,0
"sigma_interceptsb1",5,2,0,0.0794531182074703,0.000162823346278866,0.0108892001401245,0.0619997085121027,0.0716210390752798,0.0781672212874072,0.085621278169079,0.103649166490065,4472.58505492598,0.999327217265984,0.1
"b[1]1",6,2,0,0.610982450657176,1.4475395223822e-05,0.00124921110055593,0.608576775205756,0.61010004222944,0.610984936217009,0.611848941377737,0.613439237639801,7447.50509752192,0.999417021039789,0.612351305314144
"b[2]1",7,2,0,0.727475370757096,1.1942746876662e-05,0.000998684821030849,0.72551549256799,0.726800243377607,0.727471993616821,0.728162427688215,0.729441915090222,6992.75710064076,0.999894579457173,0.728844241412963
"b[3]1",8,2,0,0.515212282081709,1.28152002902338e-05,0.00103793114489473,0.513192585601981,0.514518170647484,0.515217610270554,0.515910473109551,0.517180383615023,6559.73494338097,0.99998898093909,0.516883517164735
"b[4]1",9,2,0,0.474822561742591,9.07804115842641e-06,0.000826572377085108,0.473230308540002,0.474268216143988,0.474818827905848,0.475379064117064,0.476431374976517,8290.43808923429,0.999197376510045,0.474578243516376
"b[5]1",10,2,0,0.550127462661107,4.36948883763407e-06,0.000463200480031108,0.54922017725183,0.549813689322299,0.550122581635352,0.550441564519058,0.551031408343475,11237.6818631514,0.999403385248775,0.549967842456637
"b[6]1",11,2,0,0.683965433116253,6.27451122687889e-05,0.00449819949944097,0.674958435405673,0.680955301649994,0.684045538228738,0.686983838600423,0.692807308201376,5139.46158632239,1.00089533706528,0.687502687967935
"b[7]1",12,2,0,0.570103349487553,7.36856426888686e-06,0.000678981443608223,0.568797005517372,0.569633038242283,0.57009870000312,0.570571872738557,0.571399313334764,8490.82830418327,0.99940226916705,0.570580522930808
"b[8]1",13,2,0,0.717665332272256,6.12969009162722e-06,0.000556750050470185,0.716602594994116,0.717287553166178,0.717665931398577,0.718033805666508,0.71878464688153,8249.80141613774,0.999803002852639,0.717877042753464
"b[9]1",14,2,0,0.583759190933926,6.53276376379609e-06,0.000606583058841157,0.582556436086582,0.583365491359962,0.58375912739432,0.584159619629547,0.584973236854681,8621.57571143178,0.999414554638797,0.58458581264858
"b[10]1",15,2,0,0.587455112892939,1.15990765819569e-05,0.000869827640910194,0.585801534409157,0.586852330932564,0.587457920537867,0.588050204758325,0.589144239296418,5623.66674783039,0.999432501776849,0.58657931754584
"b[11]1",16,2,0,0.639387608695401,7.30549285480347e-05,0.00527157987067791,0.629208850909541,0.635926762528899,0.639448322532918,0.642969287664947,0.649456406495421,5206.93961652244,0.999910232896029,0.63803751608647
"b[12]1",17,2,0,0.525680245161622,5.44361199004046e-06,0.000503111964014932,0.524691070224204,0.525344876637592,0.525689704792116,0.526004965870276,0.526681121739202,8541.90950325913,0.999432273056598,0.525410417801597
"b[13]1",18,2,0,0.621285442123817,6.39222393018037e-06,0.000572803873798998,0.620156427548415,0.620898333470357,0.621272513465274,0.621687358570693,0.622418804643914,8029.8592247069,0.999792914566619,0.620844032221575
"b[14]1",19,2,0,0.637502466575362,1.22688177760663e-05,0.00106857855459395,0.635369737882997,0.63679778012509,0.637511106876173,0.638241496745525,0.639526174474575,7585.90633156728,0.999734432215576,0.636880249587136
"b[15]1",20,2,0,0.477471246433461,4.86490949468464e-06,0.000465051950896057,0.476561268396613,0.477156005115758,0.477474875346722,0.477783656066617,0.478386101624316,9138.0474908774,0.999067196996562,0.478051670828921
"b[16]1",21,2,0,0.496439983145525,3.71268909089413e-05,0.00276941013995232,0.491102293441155,0.494545083758056,0.496446131267929,0.49827167105692,0.50188538783302,5564.13158701752,0.999458635929746,0.497808457448178
"b[17]1",22,2,0,0.644901611605089,6.49338742394857e-06,0.000653842427919005,0.643616736448923,0.644463842033131,0.644895637841958,0.645326931120245,0.646166685959571,10139.197111357,0.999184662568804,0.645475927064106
"b[18]1",23,2,0,0.692381352216256,8.63268105600358e-06,0.000762108656796494,0.690883230422368,0.691861214643073,0.692379048988678,0.69290228245718,0.693869957361283,7793.67691372848,0.999351490181016,0.691654614767469
"b[19]1",24,2,0,0.747733667129925,8.72835223229455e-06,0.00077742635002118,0.746247753638146,0.747208601285173,0.747734075876376,0.748246596255233,0.749284979107301,7933.301966679,0.999579446128803,0.747141666282584
"b[20]1",25,2,0,0.696699572030662,7.78817085360498e-06,0.000719173379177928,0.69526670479096,0.69622964800056,0.696702562177882,0.69718039481004,0.69813466867507,8527.00005596479,0.999498203023513,0.696674890231256
"b[21]1",26,2,0,0.568953433308204,6.4719486694842e-06,0.00059122077227644,0.567804042262394,0.568547614409007,0.568954488521473,0.569362030455267,0.570119766863479,8345.05571469535,0.999226606961978,0.569981438455661
"b[22]1",27,2,0,0.718013752078096,1.58987858023789e-05,0.00130196858683361,0.715516230471877,0.717120282868814,0.718015419737166,0.718898428495335,0.720579988775642,6706.14740524656,0.999311386796859,0.71954274807047
"b[23]1",28,2,0,0.63356263267796,6.57318006181398e-06,0.0005538217194411,0.632504551261334,0.633175112371679,0.633571597159712,0.633944493051921,0.634630236146084,7098.86486199114,0.99932794848747,0.633886151784804
"b[24]1",29,2,0,0.60660747776724,1.12029731919281e-05,0.000974390949231145,0.604731182567178,0.605951179263505,0.606610411859708,0.607277405409987,0.608478150272063,7564.8424772873,0.999162283334637,0.607114100857833
"b[25]1",30,2,0,0.596675998269807,2.25013217592453e-05,0.00176754963335871,0.59316061447485,0.595538153689948,0.596669860468212,0.59785225042626,0.600114637412215,6170.59688622109,0.999495272574792,0.596272939823034
"b[26]1",31,2,0,0.57016740763398,1.14847493880074e-05,0.000994880498862162,0.568172335801368,0.569506502719651,0.570158480064045,0.570815473437413,0.572116399850301,7504.10307359335,0.999406314460132,0.569717664399487
"b[27]1",32,2,0,0.658922637255168,8.28298489381535e-06,0.000763187826192782,0.657429154381609,0.658411415018018,0.658924386712785,0.65942141639592,0.660444100966933,8489.63717048883,0.999706057023692,0.659878443985495
"b[28]1",33,2,0,0.512691905916015,3.34813694631171e-05,0.00230574018106388,0.508220259662917,0.511120881197048,0.51265970484774,0.514311146938305,0.517159260175874,4742.57610867414,1.00008432693309,0.511391502123533
"b[29]1",34,2,0,0.481556738287542,4.72224213468723e-06,0.000459892842571796,0.480656837577659,0.48123771150408,0.481554523862561,0.481881002169234,0.482470991319095,9484.5514628286,0.999498904402594,0.481211473369549
"b[30]1",35,2,0,0.599507965590473,1.72157408297362e-05,0.00139000327803151,0.59670239677927,0.598591537063335,0.599498302668694,0.600431099261007,0.602264482534622,6518.98852819349,0.999314469186156,0.599141833183486
"b[31]1",36,2,0,0.590145016275734,6.37259971171781e-06,0.000618442790670627,0.588910191197801,0.589739723280246,0.59015639650823,0.590561955023972,0.591357734470851,9418.15390875086,0.999287015826283,0.589262265486426
"b[32]1",37,2,0,0.625485338045844,1.44930910870122e-05,0.00117756121368042,0.623176124755606,0.624688178888709,0.625477538278448,0.62623735433405,0.6278618657845,6601.53517423984,0.999668253830355,0.626256524557894
"b[33]1",38,2,0,0.55032611283347,5.79212239344621e-06,0.00056587699640452,0.54921752207906,0.549947368445585,0.55032119220814,0.550711114728191,0.551429189888083,9544.83925095963,0.999666116884533,0.550131688070562
"b[34]1",39,2,0,0.595011722617699,8.45355889963123e-06,0.000774134996486116,0.593556935914128,0.594474458548202,0.595001658790004,0.595547555456726,0.596495333053334,8385.98799671633,0.999597098249217,0.594956785697346
"b[35]1",40,2,0,0.592520860997869,7.78460111620308e-06,0.000699884233213599,0.591155315421517,0.592062268114338,0.592512814015062,0.592986551547945,0.593903885293548,8083.13238259496,0.999437339901338,0.590854909141764
"b[36]1",41,2,0,0.635214082924086,0.00023494913059274,0.0149936643982418,0.605839750315427,0.625330994139841,0.635174142140375,0.64504883648781,0.665953179778043,4072.56371086437,0.999251521762145,0.607337663209868
"b[37]1",42,2,0,0.563870761791778,1.71569869616892e-05,0.00137765808703208,0.56119935271456,0.562924383362623,0.563868009223776,0.564816005858872,0.566590719021324,6447.64101649475,0.99972636744022,0.561996786137187
"b[38]1",43,2,0,0.550657096082958,5.77038312782409e-06,0.000541851617226662,0.549622498592648,0.55029120909553,0.550646242120792,0.551013018582362,0.551744055473408,8817.62142950917,0.9992307167985,0.551017193773411
"b[39]1",44,2,0,0.63270170995787,7.45352625388572e-06,0.000702145816337485,0.631312317129862,0.632224146102473,0.632705144266668,0.63317305697874,0.634054008324161,8874.23763094244,0.999399542366375,0.632052166994393
"b[40]1",45,2,0,0.695655758314451,9.97753360479289e-06,0.000776587450799379,0.694119855381055,0.695127541958964,0.695654489899956,0.696191443134815,0.697156235746235,6058.07071211267,0.999785025104134,0.694143636356652
